,female,black,hispanic,bytest,dadcoll,momcoll,ownhome,urban,cue80,stwmfg80,dist,tuition,yrsed,incomehi,log_earnings
1603,1,0,0,43.97999954,0,0,0,0,4.199999809,10.02999973,4,0.524249971,12,0,10.44213653
1604,1,0,0,50.31999969,1,1,0,0,4.199999809,10.02999973,4,0.524249971,12,0,11.52274396
1605,0,0,0,42.74000168,0,0,1,0,4.199999809,10.02999973,4,0.524249971,12,0,9.898986122
1606,0,0,0,44.02000046,0,0,0,0,4.199999809,10.02999973,4,0.524249971,13,0,10.59495263
1607,0,0,0,40.52999878,0,0,1,0,4.199999809,10.02999973,4,0.524249971,12,0,10.30080224
1608,0,0,0,45.13000107,0,0,0,0,7.900000095,6.590000153,8,0.69284004,12,0,9.717777041
1609,1,1,0,35.95999908,0,0,0,0,7.900000095,6.590000153,8,0.69284004,12,0,9.55614497
1610,1,0,0,50.43000031,0,0,1,0,7.900000095,6.590000153,8,0.69284004,12,0,10.13038188
1611,0,1,0,33.02000046,0,0,0,0,7.900000095,6.590000153,8,0.69284004,12,0,10.31125852
1612,0,1,0,35.70000076,0,0,1,0,7.900000095,6.590000153,8,0.69284004,13,0,10.61716318
1613,0,0,0,36.81000137,0,0,1,0,7.900000095,6.590000153,8,0.69284004,17,0,10.49437545
1614,0,1,0,41.15999985,0,0,1,0,7.900000095,6.590000153,8,0.69284004,12,0,10.85582408
1615,0,0,0,44.50999832,0,0,1,0,7.900000095,6.590000153,8,0.69284004,12,0,9.914743778
1616,1,0,0,52.50999832,1,0,1,0,4.5,10.02999973,2.700000048,0.524249971,12,0,9.201967644
1617,0,0,0,41.68999863,0,0,1,0,4.5,10.02999973,2.700000048,0.524249971,13,1,9.549916801
1618,1,0,0,42.68000031,0,0,0,0,4.5,10.02999973,2.700000048,0.524249971,12,0,10.3004292
1619,0,0,0,41.00999832,1,1,1,0,4.5,10.02999973,2.700000048,0.524249971,12,1,11.22783141
1620,1,0,0,57.43999863,0,0,1,0,4.5,10.02999973,2.700000048,0.524249971,15,1,10.74810193
1621,1,0,0,60.50999832,0,0,0,0,4.5,10.02999973,2.700000048,0.524249971,12,0,10.06227918
1622,1,0,0,52.00999832,0,0,1,0,6.300000191,6.590000153,0.200000003,0.69284004,12,0,9.44521764
1623,1,1,0,35.27000046,0,0,1,0,6.300000191,6.590000153,0.200000003,0.69284004,12,0,9.81052157
1624,0,1,0,40.36999893,0,0,1,0,6.300000191,6.590000153,0.200000003,0.69284004,12,0,9.481315664
1625,1,0,0,50.33000183,0,0,1,0,9.899999619,6.590000153,6,0.69284004,12,0,10.03520944
1626,1,1,0,45.88000107,0,0,1,0,9.899999619,6.590000153,6,0.69284004,13,0,9.76200929
1627,0,0,0,32.43999863,0,0,1,0,4.699999809,10.02999973,4,0.524249971,12,1,9.573938833
1628,0,0,0,51.13000107,0,0,1,0,4.699999809,10.02999973,4,0.524249971,12,0,10.08301518
1629,1,0,0,47.13000107,0,0,1,0,4.699999809,10.02999973,4,0.524249971,12,0,9.811148758
1630,1,0,0,51.47000122,0,0,1,0,4.699999809,10.02999973,4,0.524249971,12,1,11.05471491
1631,0,0,0,47.56000137,0,0,1,1,6,10.02999973,0.600000024,0.524249971,16,0,11.09681743
1632,1,1,0,56.45999908,0,0,1,1,6,10.02999973,0.600000024,0.524249971,12,0,8.900051582
1633,0,1,0,50.59999847,0,0,0,1,6,10.02999973,0.600000024,0.524249971,15,0,10.31890743
1634,1,0,0,66.30999756,1,1,1,1,6,10.02999973,0.600000024,0.524249971,18,1,11.15012514
1635,1,1,0,55.31999969,0,0,1,1,6,10.02999973,0.600000024,0.524249971,15,1,10.61233625
1636,1,1,0,54.65000153,1,1,1,0,9.699999809,9.899999619,3.599999905,0.673210025,15,0,10.43027492
1637,0,1,0,44.61000061,0,0,1,0,9.699999809,9.899999619,3.599999905,0.673210025,12,0,10.20412672
1638,1,1,0,48.84999847,0,0,1,0,9.699999809,9.899999619,3.599999905,0.673210025,16,0,9.6995211
1639,0,1,0,40.40000153,0,0,0,0,9.699999809,9.899999619,3.599999905,0.673210025,12,0,10.42863471
1640,1,1,0,37.04999924,0,0,1,0,9.699999809,9.899999619,3.599999905,0.673210025,16,0,11.55638908
1641,1,0,0,44.95000076,0,0,1,0,9.699999809,9.899999619,3.599999905,0.673210025,12,0,9.895468897
1642,0,1,0,40.15000153,0,0,1,0,9.699999809,9.899999619,3.599999905,0.673210025,12,0,9.056832558
1643,0,1,0,54.18999863,0,0,1,0,9.699999809,9.899999619,3.599999905,0.673210025,15,0,10.25175558
1644,1,0,0,56.20000076,0,0,1,0,9.699999809,9.899999619,3.599999905,0.673210025,16,0,10.00350279
1645,1,1,0,31.70000076,0,0,1,0,9.699999809,9.899999619,3.599999905,0.673210025,12,0,10.70086454
1646,1,1,0,39.40999985,0,0,0,0,5.199999809,9.899999619,0.800000012,0.673210025,14,0,10.37527038
1647,1,1,0,48.61000061,0,0,1,0,5.199999809,9.899999619,0.800000012,0.673210025,14,0,10.56210927
1648,1,0,1,38.61000061,0,1,1,0,5.199999809,9.899999619,0.800000012,0.673210025,18,0,11.40326351
1649,1,1,0,40.45000076,0,0,1,0,5.199999809,9.899999619,0.800000012,0.673210025,12,1,10.55054877
1650,1,0,0,41.20999908,0,0,1,0,5.199999809,9.899999619,0.800000012,0.673210025,12,0,9.268580485
1651,1,1,0,39.25999832,1,1,0,0,5.199999809,9.899999619,0.800000012,0.673210025,12,0,9.233990546
1652,1,1,0,38.36000061,0,0,0,0,5.199999809,9.899999619,0.800000012,0.673210025,12,0,9.700384557
1653,0,1,0,33.81000137,0,0,1,0,7.099999905,6.590000153,2.5,0.69284004,12,0,9.8703349
1654,0,1,0,28.95000076,0,0,1,1,4.099999905,10.02999973,0.200000003,0.524249971,12,1,10.22995982
1655,1,0,0,56.15000153,0,0,1,1,4.099999905,10.02999973,0.200000003,0.524249971,15,0,10.47302042
1656,0,0,0,57,0,0,1,1,4.099999905,10.02999973,0.200000003,0.524249971,13,0,9.928081623
1657,0,0,0,46.02000046,1,0,1,1,4.099999905,10.02999973,0.200000003,0.524249971,14,0,11.35420765
1658,0,0,0,55.90000153,0,0,1,1,4.099999905,10.02999973,0.200000003,0.524249971,17,0,11.37570994
1659,1,1,0,37.06999969,0,0,0,0,8.5,6.590000153,5.599999905,0.69284004,12,0,9.579537694
1660,0,0,0,46.91999817,0,0,0,0,8.5,6.590000153,5.599999905,0.69284004,12,0,9.530449148
1661,1,1,0,30.90999985,0,0,1,0,8.5,6.590000153,5.599999905,0.69284004,12,0,9.027787177
1662,1,1,0,42.38000107,0,0,1,0,8.5,6.590000153,5.599999905,0.69284004,15,0,10.61907091
1663,1,1,0,45.45999908,0,0,1,0,8.5,6.590000153,5.599999905,0.69284004,12,0,9.977313642
1664,1,1,0,44.88999939,0,0,0,0,8.5,6.590000153,5.599999905,0.69284004,12,0,10.26207477
1665,0,0,0,44.22999954,0,0,1,0,8.5,6.590000153,5.599999905,0.69284004,12,1,9.921852793
1666,1,1,0,35.79000092,0,0,0,0,8.5,6.590000153,5.599999905,0.69284004,12,1,9.17385428
1667,1,1,0,39.88999939,0,0,0,0,8.5,6.590000153,5.599999905,0.69284004,13,0,11.93095111
1668,1,0,0,43.31999969,1,0,1,1,4.300000191,10.02999973,0.5,0.524249971,14,0,10.37825199
1669,1,0,0,49.06000137,0,0,1,1,4.300000191,10.02999973,0.5,0.524249971,12,0,9.929686862
1670,1,0,0,38.16999817,0,0,0,1,4.300000191,10.02999973,0.5,0.524249971,13,1,9.51675954
1671,0,0,0,46.86999893,0,0,1,1,4.300000191,10.02999973,0.5,0.524249971,15,0,10.11049486
1672,0,1,0,49.06999969,0,0,1,1,4.300000191,10.02999973,0.5,0.524249971,13,0,9.656478393
1673,1,0,0,39.47999954,0,0,1,1,4.300000191,10.02999973,0.5,0.524249971,12,1,9.899042573
1674,0,1,0,42.29999924,0,0,1,1,4.300000191,10.02999973,0.5,0.524249971,12,1,11.03497203
1675,0,0,0,47.95999908,0,0,1,1,4.300000191,10.02999973,0.5,0.524249971,13,1,11.00193931
1676,0,1,0,48.45000076,0,0,1,1,4.300000191,10.02999973,0.5,0.524249971,13,0,9.921081744
1677,0,0,1,47.65999985,0,0,1,1,4.300000191,9.920000076,0.100000001,0.454970002,12,0,9.035867359
1678,0,0,0,61.16999817,0,0,1,1,4.300000191,9.920000076,0.100000001,0.454970002,12,0,10.11663429
1679,0,0,0,51.52999878,1,1,1,1,4.300000191,9.920000076,0.100000001,0.454970002,14,1,9.84384002
1680,1,0,1,41.99000168,0,1,0,1,4.300000191,9.920000076,0.100000001,0.454970002,12,0,10.1425491
1681,0,0,0,65.16999817,1,1,1,1,4.300000191,9.920000076,0.100000001,0.454970002,16,1,10.26089903
1682,0,1,0,53.13999939,0,0,1,1,4.300000191,9.920000076,0.100000001,0.454970002,17,0,11.62212084
1683,0,1,0,39.93999863,0,0,1,1,4.300000191,9.920000076,0.100000001,0.454970002,12,0,9.901284685
1684,0,0,1,59.38000107,0,0,1,1,4.300000191,9.920000076,0.100000001,0.454970002,16,0,11.17594134
1685,1,1,0,57.04999924,0,0,1,1,4.300000191,9.920000076,0.100000001,0.454970002,13,0,10.20948014
1686,0,1,0,57.18999863,0,0,1,1,4.300000191,9.920000076,0.100000001,0.454970002,15,0,10.35724106
1687,0,0,0,37.16999817,0,0,1,0,3.700000048,9.920000076,0.5,0.454970002,12,1,9.566871211
1688,0,0,0,45.81000137,1,0,1,0,3.700000048,9.920000076,0.5,0.454970002,12,1,9.690245619
1689,1,0,0,40.56999969,0,0,0,0,3.700000048,9.920000076,0.5,0.454970002,12,0,9.315619814
1690,1,0,1,38.97000122,0,0,1,0,3.700000048,9.920000076,0.5,0.454970002,12,0,11.27339804
1691,0,0,0,57.29999924,0,0,1,0,3.700000048,9.920000076,0.5,0.454970002,15,1,10.3682993
1692,1,0,1,41.20000076,0,0,1,0,3.700000048,9.920000076,0.5,0.454970002,13,0,9.55418563
1693,1,0,0,42.58000183,0,0,1,0,3.700000048,9.920000076,0.5,0.454970002,12,0,10.75486702
1694,1,0,0,59.5,0,0,1,0,3.700000048,9.920000076,0.5,0.454970002,12,1,9.39996108
1695,1,0,1,40.56000137,0,0,1,0,3.700000048,9.920000076,0.5,0.454970002,12,0,10.22158321
1696,1,0,0,46.06000137,0,0,1,0,6.900000095,9.920000076,4,0.454970002,13,0,9.738359054
1697,1,0,1,48.86000061,0,0,1,0,6.900000095,9.920000076,4,0.454970002,13,0,10.41374513
1698,1,1,0,64.18000031,0,0,1,0,6.900000095,9.920000076,4,0.454970002,13,0,10.13098398
1699,0,0,1,48.54999924,1,0,1,0,6.900000095,9.920000076,4,0.454970002,13,0,10.07963948
1700,1,0,0,60.40999985,0,0,1,0,6.900000095,9.920000076,4,0.454970002,12,0,10.23121278
1701,1,1,0,51.66999817,0,0,1,0,6.900000095,9.920000076,4,0.454970002,16,0,11.49412287
1702,0,0,0,58.81999969,0,0,1,0,6.900000095,9.920000076,4,0.454970002,17,0,12.35505069
1703,0,0,0,62.27000046,0,0,1,0,6.900000095,9.920000076,4,0.454970002,12,0,10.64808632
1704,1,0,0,53.45000076,0,0,1,0,6.900000095,9.920000076,4,0.454970002,13,1,10.72308103
1705,0,0,0,49.18999863,0,0,1,0,6.900000095,9.920000076,4,0.454970002,14,0,12.08700764
1706,0,0,0,59.36999893,0,0,1,0,4.5,9.920000076,1.700000048,0.454970002,13,0,10.09490347
1707,0,0,0,43.79000092,0,0,1,0,4.5,9.920000076,1.700000048,0.454970002,13,1,9.923501181
1708,1,0,1,38.04000092,0,0,1,0,4.5,9.920000076,1.700000048,0.454970002,12,1,9.629959548
1709,1,0,0,53.65000153,0,0,1,0,4.5,9.920000076,1.700000048,0.454970002,13,0,10.3771413
1710,1,0,0,57.81000137,1,0,1,0,4.5,9.920000076,1.700000048,0.454970002,15,1,10.37875036
1711,0,0,0,48.72000122,0,0,1,0,4.5,9.920000076,1.700000048,0.454970002,13,0,11.08627444
1712,1,0,0,50.59000015,1,0,1,0,4.5,9.920000076,1.700000048,0.454970002,15,1,10.53028904
1713,1,0,0,59.27000046,0,0,1,0,4.5,9.920000076,1.700000048,0.454970002,12,0,9.707993802
1714,1,0,0,51.18000031,0,0,1,0,4.5,9.920000076,1.700000048,0.454970002,12,1,10.0705738
1715,1,0,0,56.43999863,0,0,1,0,4.599999905,9.920000076,4,0.454970002,12,0,9.83214192
1716,1,0,0,46.47999954,0,0,1,0,4.599999905,9.920000076,4,0.454970002,12,0,9.462524276
1717,0,0,1,39.99000168,0,0,0,0,4.599999905,9.920000076,4,0.454970002,12,0,9.503289631
1718,0,0,0,49.65000153,0,0,1,0,4.599999905,9.920000076,4,0.454970002,12,0,10.32389288
1719,1,0,1,45.52999878,0,0,0,0,4.599999905,9.920000076,4,0.454970002,12,0,9.628832799
1720,0,0,1,52.24000168,1,1,1,0,4.599999905,9.920000076,4,0.454970002,12,0,9.510398878
1721,1,0,0,41.02999878,0,0,1,0,4.599999905,9.920000076,4,0.454970002,16,1,10.86975308
1722,1,0,1,52.70000076,1,0,1,0,4.599999905,9.920000076,4,0.454970002,16,0,10.92917246
1723,1,0,0,64.44999695,1,1,1,0,4.599999905,9.920000076,4,0.454970002,15,1,10.35642701
1724,0,0,0,39.29000092,0,1,0,0,4.599999905,9.920000076,4,0.454970002,14,0,10.59220459
1725,1,0,0,59.65000153,0,0,1,0,4.599999905,9.920000076,4,0.454970002,13,0,10.15139931
1726,1,1,0,41.22999954,0,0,1,0,5.099999905,9.920000076,3.5,0.454970002,14,0,9.887702838
1727,0,0,0,53.11000061,1,0,0,0,5.099999905,9.920000076,3.5,0.454970002,15,0,11.56036045
1728,1,0,0,44.15000153,0,0,1,0,5.099999905,9.920000076,3.5,0.454970002,12,0,9.906977345
1729,0,1,0,57.40000153,0,1,1,0,5.099999905,9.920000076,3.5,0.454970002,15,0,10.62173048
1730,1,1,0,38.70999908,0,0,1,0,5.099999905,9.920000076,3.5,0.454970002,15,0,10.37749167
1731,1,0,0,44.33000183,0,0,1,1,4.900000095,9.920000076,0.699999988,0.454970002,15,0,10.32518161
1732,0,0,0,37.63000107,0,0,1,1,4.900000095,9.920000076,0.699999988,0.454970002,13,0,10.90310217
1733,1,0,1,48.81000137,0,0,1,1,4.900000095,9.920000076,0.699999988,0.454970002,14,0,10.68600879
1734,1,1,0,54.90999985,1,0,1,1,4.900000095,9.920000076,0.699999988,0.454970002,13,0,10.62973346
1735,0,1,0,37.40000153,0,0,1,1,4.900000095,9.920000076,0.699999988,0.454970002,12,0,9.484585986
1736,1,0,0,53.59999847,1,0,1,0,3.5,9.920000076,0.800000012,0.454970002,12,1,10.16597657
1737,0,0,1,48.56999969,1,0,1,0,3.5,9.920000076,0.800000012,0.454970002,14,1,10.14176741
1738,1,0,0,51.11999893,0,0,1,0,3.5,9.920000076,0.800000012,0.454970002,13,0,10.78596383
1739,1,1,0,40.31999969,1,0,1,0,3.5,9.920000076,0.800000012,0.454970002,12,1,10.5412026
1740,1,0,0,51.93000031,1,0,1,0,3.5,9.920000076,0.800000012,0.454970002,12,1,10.53054655
1741,0,0,0,45.20999908,0,0,0,0,3.5,9.920000076,0.800000012,0.454970002,12,0,10.71818954
1742,1,0,1,60.25,0,0,1,0,3.5,9.920000076,0.800000012,0.454970002,16,0,10.22085637
1743,0,0,1,43.38000107,0,0,1,1,5.099999905,9.920000076,0.300000012,0.454970002,16,1,11.84580756
1744,0,0,0,56.59999847,0,0,1,1,5.099999905,9.920000076,0.300000012,0.454970002,12,0,9.717937768
1745,0,1,0,48.54000092,0,1,0,1,5.099999905,9.920000076,0.300000012,0.454970002,14,0,10.22950608
1746,0,0,0,58.63000107,1,0,1,1,5.099999905,9.920000076,0.300000012,0.454970002,15,0,10.02270887
1747,1,1,0,45.22000122,0,1,1,1,5.099999905,9.920000076,0.300000012,0.454970002,16,0,10.17913384
1748,1,1,0,40.99000168,1,0,1,1,5.099999905,9.920000076,0.300000012,0.454970002,13,1,9.620831208
1749,1,1,0,48.09000015,0,0,1,1,5.099999905,9.920000076,0.300000012,0.454970002,16,0,9.847726057
1750,0,0,1,35.38999939,0,0,1,1,5.099999905,9.920000076,0.300000012,0.454970002,12,0,9.295402252
1751,1,0,0,51.29999924,0,0,1,0,7.5,9.920000076,4.5,0.454970002,15,0,11.27952559
1752,1,1,0,40.61999893,0,0,1,0,7.5,9.920000076,4.5,0.454970002,12,0,9.711306961
1753,1,0,0,51.90000153,0,0,1,0,7.5,9.920000076,4.5,0.454970002,13,0,10.12335483
1754,0,0,0,57.93999863,1,0,1,0,7.5,9.920000076,4.5,0.454970002,13,1,10.0166408
1755,0,0,0,46.33000183,1,0,1,0,7.5,9.920000076,4.5,0.454970002,12,0,9.786065507
1756,1,0,0,67.91999817,0,0,1,0,7.5,9.920000076,4.5,0.454970002,15,0,10.32167294
1757,0,0,0,52.02999878,0,0,1,0,7.5,9.920000076,4.5,0.454970002,12,0,9.4416716
1758,1,1,0,37.08000183,0,0,1,0,5.599999905,9.920000076,3.5,0.454970002,15,0,11.36509653
1759,1,0,1,42.34999847,0,0,1,0,5.599999905,9.920000076,3.5,0.454970002,12,0,9.041829554
1760,0,1,0,42.50999832,0,0,1,0,5.599999905,9.920000076,3.5,0.454970002,12,0,9.180540899
1761,1,1,0,50.31999969,0,0,1,0,5.599999905,9.920000076,3.5,0.454970002,13,0,9.836848826
1762,0,1,0,34.20000076,0,0,1,0,5.599999905,9.920000076,3.5,0.454970002,13,1,11.97245275
1763,1,1,0,46.36000061,0,1,1,0,5.599999905,9.920000076,3.5,0.454970002,14,0,10.25956428
1764,1,1,0,48.38999939,0,0,1,0,5.599999905,9.920000076,3.5,0.454970002,15,0,9.94222164
1765,0,0,0,40.70000076,0,0,1,0,6.199999809,9.920000076,4,0.454970002,12,0,10.16982352
1766,0,0,0,55.59999847,0,0,1,0,6.199999809,9.920000076,4,0.454970002,12,1,9.405105866
1767,1,0,0,59.33000183,0,0,1,0,6.199999809,9.920000076,4,0.454970002,14,1,10.02148804
1768,0,0,1,36.65999985,0,0,1,0,6.199999809,9.920000076,4,0.454970002,12,0,10.09756616
1769,1,0,0,37.99000168,0,0,0,0,3.599999905,9.920000076,2.5,0.454970002,12,0,10.51509448
1770,1,0,0,54.43000031,1,0,0,0,3.900000095,9.920000076,3.799999952,0.454970002,14,0,10.3445195
1771,0,0,0,63.75,0,0,1,0,3.900000095,9.920000076,3.799999952,0.454970002,17,0,10.77133912
1772,0,0,0,50.52999878,0,0,1,0,3.900000095,9.920000076,3.799999952,0.454970002,12,0,9.865504711
1773,0,0,1,46.24000168,0,0,1,0,3.900000095,9.920000076,3.799999952,0.454970002,12,0,9.987927515
1774,1,0,0,42.29000092,0,0,0,0,8.100000381,9.920000076,3,0.454970002,12,1,9.957380239
1775,0,0,0,55.97000122,0,0,1,0,8.100000381,9.920000076,3,0.454970002,15,1,9.754939561
1776,1,1,0,40.52000046,0,0,1,0,8.100000381,9.920000076,3,0.454970002,16,0,10.20078589
1777,0,0,0,39.45000076,0,0,0,0,8.100000381,9.920000076,3,0.454970002,12,0,10.02421095
1778,1,1,0,37.81999969,0,0,1,0,8.100000381,9.920000076,3,0.454970002,12,0,9.155531248
1779,1,1,0,43.31000137,0,0,1,0,8.100000381,9.920000076,3,0.454970002,15,0,9.959109178
1780,1,0,0,61.77999878,1,1,1,0,8.100000381,9.920000076,3,0.454970002,17,1,11.74909481
1781,0,0,1,40.18999863,0,0,1,0,8.100000381,9.920000076,3,0.454970002,14,1,10.17739905
1782,1,1,0,47.90999985,0,0,1,0,8.100000381,9.920000076,3,0.454970002,12,0,9.460249789
1783,0,0,0,41.16999817,0,0,0,0,8.100000381,9.920000076,3,0.454970002,12,0,10.31944239
1784,0,0,0,67.84999847,0,0,1,1,4.900000095,9.920000076,0.200000003,0.454970002,12,0,9.528084935
1785,0,0,0,66.02999878,1,1,1,1,4.900000095,9.920000076,0.200000003,0.454970002,15,1,10.23472775
1786,0,1,0,38.86000061,0,0,0,1,4.900000095,9.920000076,0.200000003,0.454970002,12,0,9.94507685
1787,0,0,0,68.58000183,0,1,1,1,4.900000095,9.920000076,0.200000003,0.454970002,17,1,12.04562554
1788,0,0,1,42.68999863,0,0,1,1,4.900000095,9.920000076,0.200000003,0.454970002,13,0,9.615792565
1789,1,1,0,56.06000137,0,0,1,1,4.900000095,9.920000076,0.200000003,0.454970002,13,0,11.13008789
1790,1,0,0,51.97000122,0,0,0,1,4.900000095,9.920000076,0.200000003,0.454970002,15,1,10.5957276
1791,0,0,0,46.52999878,0,0,1,1,4.900000095,9.920000076,0.200000003,0.454970002,15,1,11.10534355
1792,1,0,1,33.77999878,0,0,1,1,4.900000095,9.920000076,0.200000003,0.454970002,12,0,9.626204024
1793,0,0,0,38.84000015,0,0,1,0,4.900000095,9.920000076,1.5,0.454970002,12,0,10.19937266
1794,1,0,0,64.23000336,0,0,1,0,6,9.920000076,4.5,0.454970002,16,0,13.11604567
1795,1,0,0,47.88999939,0,0,1,0,6,9.920000076,4.5,0.454970002,12,0,9.988344119
1796,0,0,0,44.34999847,0,0,1,0,6,9.920000076,4.5,0.454970002,12,0,10.24870798
1797,1,0,0,53.68999863,0,0,1,0,6,9.920000076,4.5,0.454970002,12,0,10.05495456
1798,1,1,0,39.45000076,0,0,1,0,6,9.920000076,4.5,0.454970002,12,0,10.13399584
1799,0,1,0,44.84999847,0,0,1,0,4.300000191,9.920000076,4,0.454970002,15,0,11.67216482
1800,0,1,0,40.20999908,0,0,1,0,4.300000191,9.920000076,4,0.454970002,12,0,9.659535273
1801,1,1,0,43.83000183,0,0,1,0,4.300000191,9.920000076,4,0.454970002,12,0,10.0134918
1802,1,1,0,45.40999985,0,0,1,0,4.300000191,9.920000076,4,0.454970002,13,0,9.536744747
1803,0,1,0,40.52999878,0,0,1,0,4.300000191,9.920000076,4,0.454970002,12,0,9.386137041
1804,1,0,0,42.36000061,0,0,0,0,4.300000191,9.920000076,4,0.454970002,12,0,10.02344546
1805,0,1,0,42.59000015,0,0,1,0,4.300000191,9.920000076,4,0.454970002,13,0,9.708012806
1806,0,0,0,56.65999985,0,0,1,0,4.300000191,9.920000076,4,0.454970002,16,0,10.45591733
1807,1,1,0,33.65999985,0,0,1,0,4.300000191,9.920000076,4,0.454970002,12,0,9.423918245
1808,0,1,0,39.56999969,0,0,1,0,4.300000191,9.920000076,4,0.454970002,12,0,11.2223284
1809,1,0,1,35.74000168,0,0,1,0,4.300000191,9.920000076,4,0.454970002,12,0,10.00787518
1810,1,0,0,46.38000107,0,0,1,1,4.300000191,9.920000076,1.5,0.454970002,12,0,10.44860171
1811,0,0,0,41.22000122,0,0,1,1,4.300000191,9.920000076,1.5,0.454970002,12,0,9.940893655
1812,1,0,0,44.45000076,1,1,0,1,4.300000191,9.920000076,1.5,0.454970002,16,0,11.07622471
1813,0,0,0,62.83000183,0,0,1,1,4.300000191,9.920000076,1.5,0.454970002,14,1,9.940586218
1814,1,1,0,48.47000122,0,0,1,1,4.300000191,9.920000076,1.5,0.454970002,15,0,10.14844756
1815,0,0,0,38.5,0,0,1,1,4.300000191,9.920000076,1.5,0.454970002,12,0,10.92663538
1816,1,0,0,54.66999817,0,0,0,1,4.300000191,9.920000076,1.5,0.454970002,12,0,11.33479436
1817,1,0,0,53.83000183,0,0,1,1,4.300000191,9.920000076,1.5,0.454970002,12,1,10.03519309
1818,0,1,0,35.56999969,0,0,1,1,4.300000191,9.920000076,1.5,0.454970002,12,0,10.06020656
1819,1,0,0,54.63999939,0,0,1,1,4.300000191,9.920000076,1.5,0.454970002,16,0,10.41238262
1820,1,0,0,63.52000046,0,0,1,0,3.099999905,9.920000076,0.100000001,0.454970002,16,1,11.83302202
1821,0,0,0,51.50999832,1,0,1,0,3.099999905,9.920000076,0.100000001,0.454970002,15,1,10.43216336
1822,1,0,0,42.65999985,0,0,0,0,3.099999905,9.920000076,0.100000001,0.454970002,15,1,11.01480692
1823,1,0,0,45.15999985,1,0,1,0,3.099999905,9.920000076,0.100000001,0.454970002,14,1,11.14696059
1824,0,0,0,61.70000076,1,0,1,0,3.099999905,9.920000076,0.100000001,0.454970002,12,1,9.926414462
1825,1,0,0,49.97999954,0,0,0,0,3.099999905,9.920000076,0.100000001,0.454970002,12,0,9.327514472
1826,1,0,0,53.61999893,0,0,1,0,3.099999905,9.920000076,0.100000001,0.454970002,14,0,10.06581035
1827,0,0,0,49.38000107,0,0,1,0,3.099999905,9.920000076,0.100000001,0.454970002,15,1,10.09409271
1828,0,0,0,57.56000137,0,1,1,0,3.099999905,9.920000076,0.100000001,0.454970002,16,1,10.57044548
1829,1,0,0,49.65000153,1,1,1,0,3.700000048,9.920000076,0.100000001,0.454970002,17,1,10.72633132
1830,1,0,1,57.93999863,0,0,1,0,3.700000048,9.920000076,0.100000001,0.454970002,13,0,9.785043627
1831,1,0,0,62.36000061,0,0,1,0,3.700000048,9.920000076,0.100000001,0.454970002,12,0,9.384019873
1832,0,0,0,47.70999908,1,1,1,0,3.700000048,9.920000076,0.100000001,0.454970002,12,0,9.633460155
1833,1,0,0,52.04000092,0,0,1,0,3.700000048,9.920000076,0.100000001,0.454970002,12,1,9.392070597
1834,1,0,0,53.38999939,1,0,1,0,3.700000048,9.920000076,0.100000001,0.454970002,12,0,9.062532097
1835,1,0,0,46.33000183,1,0,1,0,3.700000048,9.920000076,0.100000001,0.454970002,12,0,9.34555162
1836,0,0,0,56.18999863,0,0,1,0,7.199999809,11.61999989,1,1.248270035,13,1,9.597345586
1837,0,0,0,64.76999664,0,0,1,0,7.199999809,11.61999989,1,1.248270035,16,1,10.72513364
1838,1,0,0,55.38999939,0,0,1,0,7.199999809,11.61999989,1,1.248270035,15,0,11.87275814
1839,0,0,0,49.86000061,0,0,0,0,7.199999809,11.61999989,1,1.248270035,12,0,9.698727266
1840,0,0,0,50.83000183,0,0,1,0,7.199999809,11.61999989,1,1.248270035,12,0,9.399728654
1841,0,0,0,47.97999954,0,0,1,0,7.199999809,11.61999989,1,1.248270035,12,0,11.04250537
1842,0,0,0,51.77000046,0,0,1,0,8,11.61999989,2,1.248270035,12,0,9.208784982
1843,0,0,0,51.72000122,0,0,1,0,8,11.61999989,2,1.248270035,13,0,10.12589692
1844,1,0,0,55.36999893,1,1,1,0,8,11.61999989,2,1.248270035,17,0,12.46296525
1845,1,0,0,39.22000122,0,0,0,0,7.199999809,11.61999989,1,1.248270035,12,0,10.06314081
1846,1,1,0,34.72000122,0,0,0,0,7.199999809,11.61999989,1,1.248270035,12,0,9.723906162
1847,1,0,0,41.65999985,0,0,1,0,7.199999809,11.61999989,1,1.248270035,12,1,10.38729812
1848,0,0,0,53.09999847,0,0,1,0,7.199999809,11.61999989,1,1.248270035,12,0,9.747300446
1849,0,0,0,52.95000076,0,0,1,0,8.899999619,11.61999989,0.200000003,1.248270035,14,0,11.55943027
1850,0,0,0,32.63999939,0,0,1,0,8.899999619,11.61999989,0.200000003,1.248270035,12,0,9.904690198
1851,1,0,0,52.11999893,1,0,0,0,8.899999619,11.61999989,0.200000003,1.248270035,16,0,11.18107242
1852,0,0,0,53.83000183,0,0,1,0,8.899999619,11.61999989,0.200000003,1.248270035,12,1,9.876275439
1853,1,0,0,59.00999832,0,0,1,0,8.899999619,11.61999989,0.200000003,1.248270035,15,0,10.75179336
1854,1,0,0,48.09000015,0,0,1,0,7.800000191,11.61999989,1.200000048,1.248270035,14,1,10.84082395
1855,0,0,0,63.02000046,1,1,1,0,7.800000191,11.61999989,1.200000048,1.248270035,14,1,10.44980662
1856,0,0,1,55.20999908,0,0,1,0,7.800000191,11.61999989,1.200000048,1.248270035,15,1,10.90005378
